Tweet,Sentiment
i m going into target let s see if i come out of this adventure virus virus corona viruscinta,neutral
we as a public should be concerned that will not test for coronavirus they were visably exposed coronaoutbreak,neutral
monorailmonday social distancing version vacantsea seattlephotowalks seattlecenter westlakecenter,positive
these rural hospitals need our help,neutral
has there been any coronavirus associated with russia,neutral
what we do or don t do over the next week will have a massive impact on the local and perhaps national trajector,neutral
day of the coronavirususa report day live stream from breaking how gatherings of will l,positive
i was so hoping we wouldn t hear hunker down again until hurricane season coronavirus florida,negative
breaking nightly curfew pm am for residents of hoboken new jersey miles from manhattan new york,positive
today we made the choice to shut down our businesses small business is always a tricky game but for many this wil,negative
google to offer its premium hangouts meet features for free until july st because of the coronavirus forcing peop,positive
omg hillary s emails again this president apparently has nothing better to do than try to cont,negative
mike thank you so much for sharing this valuable current data so helpful coronavirusoutbreak medtwitter,positive
this is inarguably good but i m scratching my head at how this tracks with encouraging peo,positive
grateful for anniedadog best therapy for the times pittienation pitbull rescuedog enpilsen coronavirus,positive
last night his physician put in writing didn t need the coronavirus test he said during h,neutral
paper wins over rock created in twinmotion song sleeping lotus by joep beving coronavirus bronchitis,positive
what the bloody hell,negative
getting through this coronavirususa quarantinelife,neutral
coronavirususa a storm has arrived threatening to wash us away yet jesus gave the ans,neutral
fox anchor who dismissed coronavirus fears as plot to impeach trump is removed from her prime time slot,neutral
my cousin works for child protective services she got a call tonight about a child whose mom is being tested for,neutral
it d be cool if publicly insisted on seeing s coronavirus test results,positive
neat piece from the washington post on coronavirus and socialdistancing,neutral
our community needs to be strong right now we will get through this but it will be tough we will all be stronge,positive
get your rest drink a glass of wine or n rest,neutral
hello is it me you re looking for toiletpaperpanic toiletpapercrisis coronavirususa coronavirusoutbreak,neutral
what if america can t be teated because there aren t enough fucking tests coronavirus covid trumpvirus,negative
update it didn t take long gov inslee just closed all bars restaurants in the greater seattle,positive
corona lashay da virus you playing with my money lil girl atlcanceled detroitcanceled coronavirus,neutral
the edd provides a variety of support services to individuals affected by covid in california,neutral
still here to serve any all vcc valleycenterchiropractic valleycenterchiropractor handandfootchiro,neutral
shocker tulsi gabbard has crappy friends who threaten health care workers and testing still isn t meeting demand,neutral
if the coronavirus hits us like many are suggesting it won t be enough to just vote out the most insidious politic,positive
going hard with the price gauging these cans of beans sell regularly for now during,negative
even the shelving was gone why guess all the toilet paper hoarders needed shelving to store all their good,negative
always glad to know that i can always count on a good laugh from this coronavirus clowngate,positive
people are being told they can t be tested unless they know for sure they came in contact with som,positive
anyone find in weird that most companies are resuming business on april st this about to be the biggest and sick,negative
i don t take responsibility at all donaldjtrump coronavirus covid america,negative
qfc in downtown bellevue yikes coronapocalypse coronavirususa bellevue washington seattlecovid,neutral
chefboo back at it with some late night potstickers hiatus lockdown coronavirus snacks,negative
my thoughts on self quarantine coronavirus coronapocolypse,neutral
another act of peoplepower mondaythoughts sendtwittercommunity reach out to the vulnerable bekind in this,negative
who the f ck is general to tells reporters to stop criticizing coronavirus,positive
i found the cure to the coronavirus drinkupmofos lynwood california,neutral
can someone explain to me why the president wouldn t want to be tested for the,neutral
breaking judges naij along with and the union representing the ice trial attorneys jointly ca,neutral
responsibility yourmove letstalk about the reasons why closed down the whitehouse pandemic of,negative
are you a california parent whose kids will be home from school this week for coronavirus is looking to talk to you for a story,neutral
is a threat to the health of the american people,neutral
here is an important update relative to the coronavirus the five second rule has officially been adjusted,positive
it s been like this for the past hours disney waltdisneyworld coronavirus covid vacation cancelled,negative
everyone should stay home no matter your age even though it might not be deadly if you are young you can still be,negative
god i have unleashed the full power of heaven at yes i am a god of repetitiveness this pattern will cont,positive
german biopharmaceutical firm in an international dispute amid reports that the us trying to lure it to,negative
no exposuredrag tomorrow unfortunately theoffbeatbar highlandpark will be closed for two weeks after tonight du,negative
eating local again at our favorite greek joint just remodeled and reopen badtiming,positive
and we need to pay all mass families ubi and or freeze rent mortgage and utility payments for a month covid,neutral
calm down lady covid lasvegas toiletpaperpanic coronavirus,positive
my birthday has been canceled due to coronavirus still until further notice,negative
i don t get it why do you demand that others work harder and then you go golfing,negative
heath care not health insurance,neutral
weeks off from the gym would do some people more good than they think you re not going to lose your gainz,positive
hello your poor response to the coronavirus is the reason why people are panicking and stockpili,negative
coronavirus federal government ban on all meetings people or more why is everyone agreeing so re,negative
montezuma cortez school district re schoolclosures march including ute mountain ute tribe,neutral
,neutral
andrew cuomo to president trump mobilize the military to help fight coronavirus,negative
maybe we can all start the second wave of transcendentalism coronavirus americanliterature,neutral
it s time us and every other major bank offer an automatic freeze to,negative
so i see is talking about mortgage forgiveness due to this whole coronavirus i m listening sir,positive
mar a lago is infested with the coronavirus get out while you are still alive,positive
while gets his coronavirus test can they check him for other stuff too coronavirus,negative
lied again during his rambling press conference again today he acted,neutral
y all the amount of rich people coming through my work today telling me that coronavirus is not such a big deal,positive
steps from the us general to help you during this crisis coronavirus covid know your risk u,positive
declares national emergency coronavirus,neutral
nyc it s happening covid coronavirus coronavirusnyc nycshutdown nycbarshutdown nycrestaurantshutdown,neutral
i already miss ice skating and seeing all the people at the rink coronavirus,neutral
hi kelly are you comfortable knowing potus has been around multiple people w,positive
this is a lie do some fact checking trump lies about the coronavirus since day one it s not a secret,positive
many thanks to for the most informative broadcast about coronavirus your panel is incredibly thor,positive
staff at may day caf and the seward co op have tested positive for coronavirus minneapolis,negative
is that why your daddy held up the democrats coronavirus bill it s not about he,neutral
calling out companies placing profits ahead of publichealth as the coronavirus spreads the public interest r,neutral
i m not sure if hipster kitty is even hipster anymore but hey it s funny cuz it s true coronavirus hipster,positive
all coronavirus cases in volusia county were infected overseas europe is the epicenter of the epidemic accordi,neutral
please stop holding press conferences and being a fountain of nonsense and irresponsibility blaming everyone else,neutral
wow please read this it is time for people to assume that they and everyone they meet is infected coronavirus,positive
the cdc has tips on how to deal with social distancing and the stress of coronavirus hang in there everyone,positive
thank you john oliver and last week tonight for delivering a calm and rational voice to this issue watch this epi,positive
can t wait for the book order that comes out with i survived the coronavirus edchat teacher,neutral
breaking announced tonight that he will sign an emergency proclamation on monday temporarily shutting d,neutral
leftist coronavirus lies debunked louder with crowder via nails it th,negative
nighthawks edwardhopper coronavirus curfew quarantine nycbars stayhome greenwich village,neutral
trump denied the available who coronavirus test kit the week delay cost amer,positive
is a ghost town ok not totally empty but i ve been in and out of here a hundred times and it is,positive
boys wanted to work so we worked we got better today coronavirus let the boys play abnationalbaseball,positive
shame on you for not closing completely we are supposed to in this together for the country shame on you for your,positive
did i make a coronavirus playlist yes yes i did and it s pretty punny tbh,negative
this full video includes two great interviews dr steven goodman discusses the delay in test k,positive
the federal govt trump maga kag admin has fallen asleep ny nyc nj ct testvirusnow wherearethetestkits,neutral
in my house by myself coronapocolypse coronavirus,neutral
coronavirus travel updates and cancellations stayhomechallenge bookings breaking news coronavirususa covid,neutral
instantly right hell yeah if obama was in charge you probably wouldn t even know a,negative
hoes mad cus sharkeez closed now coronavirus,negative
rtc cuts las vegas strip bus service by due to coronavirus vegas coronavirus transportation,negative
flatter the curve means a huge surge in coronavirus because of the way it spreads and hospitals will be unable to,negative
and yet only states have mandated the closing of schools pretty sure there is more than in every public sc,positive
i feel like this is a world war against the coronavirus we are going to have curfews soon and this reminds me,neutral
the barren paper products aisle at the somersworth nh market basket sunday coronavirususa,neutral
bruh why are you so winded in your press conferences don t act like you don t have the,neutral
not only are you not bothered you re highly privileged most of us who went to work today did not feel safe or ok,positive
well he can t go poor now can he if those good people do not come to church he does not get paid gre,negative
biden demdebate south korea beds people they have handled coronavirus well italy,neutral
all nevada schools closed until april th due to coronavirus including lasvegas colleges soon to follow if not,negative
lmao dude from orange county tested positive for covid in mar a largo nice place you got there,negative
how y all gone be looking coronavirus carroll county georgia,neutral
dear leaders own words and tweets,positive
from king county executive that includes seattle it is time right now for people to assume that they,positive
prediction of number of daily infected people in italy covid covid coronapocolypse coronavirus,neutral
well if memes have taught me anything at this number no more cases of the coronavirus are allowed in,negative
we are export manufacturers who produce protective clothing disinfection liquid and masks we want to export medi,neutral
safe lives stayhome yomequedoencasa fiqueemcasa safelives coronavirus covid doyourpart citizenship,positive
are a threat to our country and especially the older generation,positive
says your to half a million coronavirus tests should be available early next week,positive
local humor hawaiikinetingz tpshortage coronavirus,neutral
smh humans coronavirus,neutral
wtf donald highriskcovid coronavirusupdates stayhome,negative
feeling this coronavirususa,neutral
coronavirus is hand gestures is,neutral
and trump who made the coronavirus into a hoax blamed others for it is okay with you,negative
stayinghome hiding from the coronavirus oakland california,neutral
it is inhumane that any landlord would consider evicting a person or family during this coronavirus but i was jus,negative
having sat through another train wreck of a press conference with a president only focused on wall street it is so,neutral
it s only taken yrs for to ruin the economy that president obama worked so hard to bring back af,negative
happening now dial in for s coronavirus tele town hall,neutral
also people in their s s s and s can and do die from this virus covid,neutral
mickey minnie wdw president josh d amaro and a cavalcade of characters say goodbye to everyone from main street s,positive
purpose intent causeandeffect agenda what does the covid coronavirus infection do inside your body,neutral
for those who believe they are immortal and continue to go out to the park without paying attention to the order to,neutral
the worst thing is they turned off the theme music universal coronavirususa coronapocolypse orlando florida,negative
s presidency is over his credibility is so far gone americans don t even tune into his addresses,positive
yeah helping people being crushed by coronavirus crisis is not the same as bailing out banks and oil companies a,negative
after living in hell s kitchen for nearly years this is so surreal to see this is time square right now it s,positive
stay in or at least avoid crowds yes i know it s boring i d rather be bored than a potential biological weapon,negative
except that three weeks ago donald trump was calling the coronavirus another demo,neutral
day of socialdistance in nyc it was beautiful weather windows open all day strayed outside once to pick up lu,positive
coronavirus is putting the us on lockdown,neutral
sen ben sasse slammed pelosi dems for attempted abortion funding as part of coronavirus plan while schools are,neutral
more disney related closures due to coronavirus pandemic,positive
i m so proud to be living in trumpsamerica covid coronavirus coronavirususa l trumpianvirus gopfail,negative
got my outfit for the club gaypride memorialdayweekend hotcoronasummer coronavirusoutbreak hotboysummer,neutral
trump lied about google developing a national project to help fight the coronavir,neutral
they apparently think we out the coronavirus,positive
wow what a selfish morally bankrupt piece of shit this person is coronavirus coronavirususa,negative
italy transforming the men of twilight old men into dust death to culminate in the shadow of,positive
does crushed adderall in ones nasal cavities filter out coronavirus asking for a president,negative
the obama administration tested million people for h n in the first month after the first us di,positive
unfortunately i think will think you re overreacting but really no,negative
effective as of earlier today we will be closed until further notice due to the coronavirus,positive
they can report on coronavirus how many times the left blames covid on and o,positive
could this be light at the end of the tunnel for supplychains stressed by coronavirus panicbuying,negative
coronavirus has impact on the elderly immune compromised also need to be concerned for and protect patients with,neutral
weekend project wip we will see how far we can go coronavirus productdesign design weekend baseui,positive
i took some coronavirus quarantine time today to write a few thoughts on grief and suffering,negative
tried to get the t bingen based curevac company which also has sites in frankfurt and boston t,neutral
fellow new yorkers gyms will be closing as of tonight at pm yes this is necessary work out at home or go for a,positive
as global coronavirus pandemic worsens and people continue to die opens latest briefing with,positive
it s a matter of days before they close down cities and do mandatory quarantine things won t get better anytime so,positive
wash your hands draw this in your style originally erik lervold i decided to go with my o,positive
why does trump always sound like he has no idea what he is talking about coronavirusupdates,negative
yesterday in his trumppressconference poor blames and every previous president for,negative
coronavirus effecting your stpatricksday plans the pubs may be closed but you can commemorate this crazy time,negative
dr fauci confident in federal government s response to coronavirusoutbreak pandemic news,positive
asked about his coronavirus test by a reporter how long will it take to get your result mr president,negative
trump attempts to calm country at wh coronavirus briefing saying no need to hoard supplies,positive
don t mean to add fear but these are just my thoughts stay safe everyone with everything going on hodlon,positive
thats just out of hand trumpdemic trumpliesaboutcoronavirus fox anchor who dismissed coronavirus fears as plo,neutral
is simply pathetic magamyass,negative
running the numbers just basic statistical analysis on covid coronavirus as it progresses in the us is fra,neutral
flint still waiting years later that stretches presidencies flintwatercrisis,neutral
not really feeling like traveling for work is a great idea right now but i feel like royalty with two rolls of toi,neutral
breaking asked by whether he was going to get tested for coronavirus s,neutral
madison county alabama and huntsville city public schools are all shut down starting tomorrow to april rd multiple,negative
with no fear of god congress in the midst of a world pandemic attempts to continue the murder of embryos by tryi,neutral
am i also understanding that these people have known they ve had,neutral
who knew that i am practicing for foodnetworkchopped show whatinmyfreezer pantry food iliveinohio,neutral
you are entirely responsible for coronavirus illness and deaths how dare you criticize go,positive
when frank sinatra said let me see what spring is like on jupiter and mars i felt that coronavirus coronapocolypse,neutral
day of the coronavirus with dead in the usa which amounts to one fatality per a state the popula,negative
it s with a heavy heart to have had to close etzchaim for the first time in our over years of existence du,positive
it s official las vegas is suspended coronavirus,neutral
coronavirus is skeerd to come up to wv still it knows we on the look out i v bean riding the x evryday louki,neutral
i think congress should propose a bill to subsidize cobrabenefits since many people will be laid off,positive
another retailer fully closes their stores nationwide and suggests they will be paying employees during the closure,neutral
buy corn while you can stock up on cans of corn now prices will soar to never before seen prices,neutral
to all my fellow reporters covering the coronavirus nonstop remember to take care of you these are trying time,neutral
shut up and do your job during our national emergency focus impotus coronavirus covid,neutral
new coronavirus test comes back negative per wh physician nexstardc,negative
please make an announcement that coronavirus is not a hoax i am still running into thos,neutral
our new reality the world s a little upside down right now grinding to a sudden halt as worried shoppers strips s,negative
unfortunately for you we can go back and read what you did and prove you are culpable for,negative
we should stay focused on the response of the federal government t,neutral
shutdown is the right thing to do but all rent loans etc should be on hold until said jobs open up again,neutral
wrestlingcommunity just wanted to give the masses a simple reminder on how to prevent all germs not just the,neutral
this is what covid hysteria looks like there will be more g wireless does not cause coronavirus,positive
he did not say the coronavirus was a hoax he said that the democrats wore blowi,neutral
grandma been ready covid coronavirus toiletpaperpanic,positive
there s one thing all those fundraising bucks won t buy trust even if he did nothing,neutral
need toilet tissue go to bookstore and get toiletpaperpanic coronavirus covid democraticdebate,negative
trumps new campaign promise we will get it to you but you will have to get it yourself wuhan breakingnews coronavirususa,negative
walmart changed all the rules you help pass and are back to firing people for taking time off if y,neutral
social distancing tip please avoid all unnecessary contacts save lives coronavirususa flattenthecurve,negative
but mr president there has never been such annual reaction to the common flu season when the fl,negative
due to the ineptitude of our nc gov has to close schools to keep everyone safe governor roy coope,positive
since our government is so incompetent i think i ll re read s the stand to figure out what i really,negative
what did i see at midnight in lax waiting for my bags why a masked man playing the accordion he was sauntering ar,neutral
and now will close today at noon mtnews coronavirususa,neutral
we can just travel to haiti to get tested for the coronavirus they test everyone who travels to,neutral
just days ago was calling the coronavirus a hoax justsaying resign,neutral
coronavirus president declares national state of emergency over coronavirus pandemic,neutral
hot tea tea coronavirus coronavirususa enjoy little havana,positive
just saw an asian business owner on one of these whitesupremacist news outlets literally say that he wants the g,positive
beautiful gesture italy jerusalem stands with you italycoronavirus covid coronavirus,positive
it s an unsettling time worrying about the health and security of the people we love helping the collective popula,neutral
what are you most worried about with the covid coronavirus,positive
looking for toilet paper coronavirus,negative
tired there are no libertarians in a pandemic wired fda toss out useless regs and rules to fight,negative
nyc bars and restaurants are to close by tuesday fucking stupid coronavirus,negative
hey remember this covid coronavirus,neutral
this covid covid covid coronavirus coronavirususa godblessamerica kindness compassion empathy,neutral
there is no way in this universe that would admit that he had coronavirus godhelpus,neutral
so they tell you to stay home for weeks to self quarantine yourself what steps should you be doing to get healt,neutral
mayor garcetti closing movie theaters breakingnews losangeles coronavirus,neutral
can t really do this whole social distancing thing when you work in the dental field tiktok coronavirus,positive
i won t ever disregard that coronavirus is not something to mess with fyi h n from million,negative
hey i ve reported this for price gouging several times as have others yet it s still sitt,neutral
,neutral
m coronavirus tests finally coming available says why so slow when threat started in january lot o,negative
new york is getting ready for a lockdown kind of situation coronavirususa covid,positive
usa not testing people most with symptoms are being sent home to isolate because they still don t have enough test,positive
i agree i m getting the message that tds is a m,neutral
heard today that my employer might be temporarily stripping org down to only essential personnel for at least a cou,negative
you closed all k schools for two weeks how about the university s and community colleges in illinois,negative
quadruplets from russia w twinsfromrussia russiantwins revega kirillrevega,neutral
at am edt sent the following statement president is currently leading the,neutral
shake my hands says who was exposed to coronavirus just shake my hand,neutral
people have recovered from coronavirus,neutral
hey ventura county residents need help text relief to upper ojai relief and our volunteers are o,neutral
i made a friendly reminder coronavirususa psa washyourhands howduckswash handwashchallenge covid,positive
coronavirus in new mexico be like,positive
this is a pandemic bernie coronavirus,neutral
dont be alarmed when us covid numbers skyrocket over the next week the numbers will spike now,neutral
coronavirus us cities close bars restaurants and cinemas coronavirus,neutral
we need to put the whole country on a lockdown please because this coronavirusoubreak is getting,positive
me and when they quarantine us later this week coronavirus,neutral
wfh pro tip i learned a while back space bar doubles as a push to talk button while muted works on both bluej,neutral
i m at a bar in williamsburg the bartender just got laid off coronavirus shutitdown canceleverything,neutral
coronavirus gatherings of or more people should be canceled for weeks cdc via,positive
i m just glad all y all are washing your hands now ya filthy narsty arses coronavirususa,negative
i ve been waiting for this moment for all my life hodl onnnn marketcrash covid,neutral
ridiculous uk why are people allowed to profit off human suffering in a,negative
the best visual graphs of taking control of coronavirus,positive
cdc coronavirus recommends that gatherings of or more be cancelled for next weeks,positive
here rumproast sir here it is the largest i could find may we please live now,positive
atl airport almost empty no one using masks why can t buy masks anywhere atl coronavirus atlairport,negative
well all know it s gonna get postponed it s just a matter of when this is still funny af tho wwe,positive
decisive action by his administration has no doubt saved countless lives coronavirus,positive
think of coronavirus as a vampire that hunts night and day stay inside starvethevirus,neutral
thank you for taking this action to flattenthecurve people staythefuckhome our next mission is to,positive
threadreader of thread by so i m hearing many myths about covid and would like to quickly clea,positive
has now declared covid nationalemergency coronavirus us president donald trump decla,neutral
agree but why is the so called trump base still supportive after this coronavirus debacle i don t get it,negative
they have to go after you first for your attack on sotomayor and ginsburg as soon as they do that,positive
pence please read,neutral
check out my roof report special addition construction covid coronavirus,positive
coronavirus public precaution awareness in gilgitbaltistan coronavirusoutbreak coronapakistan,neutral
i hate mitch mcconnell gopcomplicit gopcorruption goptaxscam russiagate maga hypocrisy resistance,negative
if and congress wanna be job creators how about they help some struggling factories turn into a m,neutral
i love you that was my question coronavirus nationalemergency stop stop stop,positive
anyone that wants a test can get a test here is the reality this is all over the us take the,positive
lucy and ethel were trendsetters lucyandethel flattenthecurve washyourhands,neutral
has sadly been canceled for due to concerns about health and safety and the coronavirus in,negative
the number of those infected with the coronavirus double every three days it s scienc,neutral
earth needs so much help art coronavirus,positive
pay fucking attention covid coronavirus pandemic,negative
i have an incredibly high level of anxiety about going to work tomorrow coronavirus,positive
fail coronavirus,negative
man who threw the south american wooden statues into the tiber river during the amazon synod has been diagnosed wit,neutral
why is the coronavirususa out of control the guy who canned the pandemic response team and tried to suppress the,neutral
sweety the covid is sars or at least extremely similar the only reason who d,negative
breaking doctor at evergreenhealth tests positive for coronavirus the doctor has treated several patients with,negative
no worries has this he is a stable genius when it comes to public health messaging relax,neutral
i was sleeping woke up to the tv being on and nonstop coronavirus broadcasting i got up from bed and jumped in t,neutral
me at home rationing our toilet paper coronavirususa,negative
yelling and slinging mud rn is so gross do the right thing and drop out we don t have time for you,negative
lol gotta hand it to you you are good at false flag arguments while staying focused on your racism and xenophobia,positive
why do people panic buy perishable items like milk bread eggs etc makes no fucking sense and impacts us normal p,negative
the chinese wuhan coronavirus covid pandemic is being,neutral
let s go time to release funds to hel,neutral
thank you for being proactive coronavirus shutitdown,neutral
thanks to coronavirususa i got to know the ceo names from various industries as i receive emails with their signature at the end,positive
i m so disappointed in my state coronavirususa toiletpaper,negative
no more peace only action stand up and fight against all republican gop,negative
this will be interesting for the town of telluride coronavirus covid,positive
seriously students who need internet we put hot spots into a tech fee for you guys to use come and get them,negative
coronavirus bike week visitor with positive test never reached daytona city says,neutral
oh my word coronavirususa,neutral
outbreak a movie from is ranked number in the us for movies watched today on netflix looks like i know ho,neutral
so how did that press conference go coronapocolypse coronavirus socialdistancing flatteningthecurve pandemic,neutral
sound on making new friends during quarentine can be tough acomp enme a ver esta triste historia,positive
listen up to some sage advice coronavirususa,neutral
spent hours today cleaning the store today bri ask are you worried about corona me no i m stress clea,negative
today i saw someone clean their hands with hand sanitizer while holding their credit card in their mouth coronapocolypse coronavirus,positive
get some knowledge,neutral
social distancing in effect at today s news conferences with the office was of the nevada governor is,positive
listen to the honest scientific approach trust in this man truth coronavirus staythefhome covid,positive
here s an example of s inability to admit he is wrong he is continuing with the order to remove,negative
did she just say hand sanitizer before holy water while showing a hand sanitizer dispenser outside the door of a,neutral
i played to run the simulation times not that i doubted the outcome but it s always satisfying to see maths in a,positive
newest warning from the unfortunately this now effects in this whole thing s,negative
i work at ralph s by the end of the day all shelves were emptied we close at pm instead of am because of the pro,neutral
ebola handled h n managed auto industry bailed out recovery act passed track record proven leade,neutral
dear kyle sandilands from hearing from your stupid words on your big mouth is truly disgusting,negative
according to allegaint air s website cities with longer than normal wait times at airport security check points inc,positive
please can someone send me decent toilet paper this big roll stuff feels like mislabeled sandpaper coronavirususa,negative
a lot of assignments due in april hopefully our video package will be more than a coronavirus qua,positive
now pence speaks as his gives prez spanky the predidential handjob will they shake hands noleadership dangerous,negative
toiletpaper sanitizer coronavirus comingsoon deals anaheim california,neutral
things to do during the coronavirus jigsaw puzzle die,neutral
from if you re uninsured new opportunity to apply for health insurance has opened due to covid,positive
wow bernie can t help himself singles out corporate elite of which he s a card carrying member when asked about the coronavirus,positive
google should be included in providing high speed data for google one google for education google meet google fi,positive
can you clarify how the coronavirus crisis and my lack of access to testing isnt a healthcare issu,neutral
beluga airbus making a nice crosswind landing this morning bringing in much needed toilet paper to the omaha metr,positive
biden starts off his answer to the st question of the debate by coughing into his right hand good grief man don,negative
ummm seems like a great way to spread the virus coronavirus,positive
is our president but he really doesn t want the job because he admits he is not,positive
today was sunday a man wearing googles gloves and an n face mask was riding a scooter on blue hill a,neutral
quarantinebod brought to you by steve carrell quarantine coronavirus coronabod,neutral
two weeks ago said coronavirus was a hoax if it s a hoax then why declaring national emergency,neutral
houston coronavirus harriscounty i know i ve been here a lot this wknd but i m worried just like every other at,negative
release the full rhony season for coronavirus quarantine now you have hrs to respond,positive
just to bring some perspective to novel coronavirus concerns the reports this us flu season m cases,neutral
i lived through several hurricanes during my years on st croix in the us virgin islands something that i learned,neutral
on coronavirus public addresses donnie let s go for the pitch strikeout covid,neutral
meanwhile this selfish cheeto in charge is trying to buy,negative
no appointment no dmv coronapocolypse coronavirus covid vegas nevada,neutral
stpatricksday stpatricksday covid us coronavirususa please for the love of god just staythefhome,positive
here s a little reading on h n maybe someone can explain to you that they are very differ,negative
old pasadena at sunset changes for everyone tonight regarding where we eat drink out how we listened to a fe,positive
trump s google coronavirus website lie may be the ultimate in simply making shit up,negative
this is intelligent and boston massachusetts need to follow suit as does nyc and ny covid coronavirus,positive
national guard to deploy troops in six states in response to coronavirus usarmy nationalguard ustroops,neutral
us grocery stores should be doing the same,neutral
this is exactly the coronavirus content we need today,positive
just finished my day cruise what did i miss coronavirus,neutral
it s all going to be ok folks qanon the loyal supporters of is on the case,positive
if young people want me to vote for more progressive candidates then maybe they should stay out of the damn bars a,positive
this is getting real but let s also keep this in perspective do social distance don t panic socialdistancing,positive
respect to the germans you already bought and paid for president trump reportedly tried to poa,neutral
educate yourself coronavirus,neutral
so declares state of national emergency and the twisted media and and are spinn,negative
what if we quarantine media and congress for the next days coronapocolypse staythefhome covid,neutral
new president says he s been tested for covid and is waiting on results coronavirus,positive
oh this is interesting on any other day this would have broken the internet but coronavirususa,negative
tonight wall to wall criticism and disingenuous statements from both biden and sanders,neutral
do you think we ll get a main street bailout coronavirus,negative
coronavirus is misleading to us beer lovers i hearby am declaring it the wuhanwheeze,neutral
here s how to kill coronavirus in your vehicle coronapocalypse covid,neutral
what s up with biden s cough demdebate coronavirususa,neutral
on behalf of our nevada communities thank you mr governor any guidance and communication from our l,neutral
thx for declaring a state of emergency in texas let s quickly take the next steps to save our most vul,positive
can someone explain to me why the president wouldn t want to be tested for the coronavirus covid why,neutral
when vegas and new orleans shut down that s the only sign you need coronavirus,negative
no coronavirus here,neutral
closed staffers laidoff in wake of coronavirus cancellations eckhardt,negative
i would normally say beware the ides of march today but considering world events getting stabbed is the least,negative
tonight s demdebate kicks of with questions about covid coronavirus neither mentioned steps we must take to su,neutral
my coronavirus socialdistancing weekend included frozen on disney with kids made a mean flat bread put toge,negative
as many of us try to flattenthecurve of the coronavirususa it is important to remember during our self quarantin,positive
the stock market is a monkey meter of how dumb and selfish we are it s everyones money yet we dump it trying to fa,negative
nguyen this particular question and answer were helpful to me thank you i am an essential employee and,positive
social distancing anacortes style covid coronavirus socialdistancing selfisolation sunsetbeach,positive
sigh i am not going to argue with you about h n vs the coronavirus and how you think i am over reacting because,neutral
speaking on behalf of the american people due to the hysteria of the coronavirus as companies sh,negative
weeks coronavirus covid,neutral
i love you all stay safe just made another grocery trip basically everything was gone i fell on the floor la,positive
use your platform to post responsibly don t throw gas on the fire of panic ashotofbrandi,positive
pence so people have died last year from heart disease so it s okay if we lose so,positive
what value do you put on human life on talking coronavirus doing more to save lives,negative
coronavirus does it help with this,neutral
no audience is weird especially when bernie looks around waiting for an applause democraticdebate coronavirus,negative
upon further reflection this was most likely me coming down with the coronavirus a month ago after spending the we,positive
i need answers from maga clan when presented with coronavirus facts evidence in late janu,negative
m m m my corona coronavirususa,neutral
so sad that we can t believe a statement from but maybe the coronavirus took on look at him and,negative
with new recommendations coronavirus covid,positive
attention i will not be tested for coronavirus until after florida has closed all bars and ended all public e,negative
george the virus has seen to be problematic for th,neutral
trump s racism is astounding but let s not forget that he surrounds himself with virulently prejudiced people too,positive
president trump s ban restrictions on travel from united kingdom ireland start right now mid night for eu,positive
thank you for being honest and truthful during these tough times coronavirususa,positive
governor kate brown has set a ban on gatherings of and effective tomorrow all restaurants and bars in oregon wi,positive
coronavirus playlist starting with can t touch this,neutral
you also said coronavirus was a hoax i don t believe a word you say,neutral
hey donaldtrump guess what concerning the coronavirus the lack of tests the nationwide sprea,neutral
sissy has a public service announcement coronavirus,neutral
right now tells the nation he took a coronavirus test no results yet,positive
good morning baltimore covid coronavirus pandemic socialdistancing stayhome haizlip world headquarte,positive
here s a look at the internal screening process coronavirususa,neutral
coronavirus bitcoin btc gbtc sq twtr fnma,neutral
i am taking appointment so make your desires know stayhome covid coronavirus saferfetishpractice,neutral
i m hooked on thanks coronavirus,positive
sports rule the world after the nba stopped the okc game right before tipoff the world has been in a tailspin ever,negative
when an app like app that alert us when someone with coronavirus or other disease was near to us healthcare,negative
nota bene gave the facts laid out actions he will take said what new york needs fr,positive
and thats on being quarantined coronavirus,neutral
you sound like forrest gump forrestgump coronavirus,positive
shit nyc coronavirus,negative
latest from cdc regarding coronavirus ponce puerto rico,positive
and they are paying their workers during the closure they sent out an email to all customers so employees can sta,neutral
not a great day i found out i am elderly and they want to shut the bars down coronavirus coronapocolypse,negative
sorry twitter but based on what my teen just showed me the best coping comedy can be found on tiktok covid coronavirus,positive
first they said avoid places with people then now i certainly hope they don t say it is unsafe,positive
the cousin of carlos slim is mexico s first death from coronavirus,positive
is anyone else watching thecircus on and seeing cough and fake cover her mouth i know,negative
i just want to know why all the men seem to be accepting of the way he rumproast sir speaks to w,neutral
friday i received two paychecks yes i said two having the freedom to be able to work from my phone having a seco,positive
where are the test,neutral
peruvian border close no flights cars ships in or out except for suuplies for the next days coronavirus covid covid,neutral
and y all want me to get married settle down and have babies in this world ummmm nah i ll pass kthanksbye,negative
a school superintendent said something profound in his address cancelling school for the next weeks in the end,positive
stop using coronavirus as a political platform that was the past and coronavirus is now deal w,negative
president trump to unleash the full power of the federal government for this effort today i am officially declari,positive
nepa fake news,negative
please donate to my fund raiser for the families affected by the coronavirus thank you so much in advance,positive
so we currently have who s sometimes too comfortable with social network tech the the p,positive
read senior fellow mounk s five day old op ed on the case for cancelling everything the atlantic,positive
crowded grocery stores in many elderly is there a need for tokens or set sh,positive
